Spotify ID,Artist IDs,Track Name,Album Name,Artist Name(s),Release Date,Duration (ms),Popularity,Added By,Added At,Genres,Danceability,Energy,Key,Loudness,Mode,Speechiness,Acousticness,Instrumentalness,Liveness,Valence,Tempo,Time Signature,Likeit?
03VNgdCL9t8aPyvwZecglI,"4phGZZrJZRo4ElhRtViYdl,6JL8zeS1NmiOftqZTRgdTz",More Than Friends (feat. Meghan Trainor),Know.,"Jason Mraz,Meghan Trainor",2018-08-10,181360,54,spotify:user:31hqcqnhq3t7rwjtmbi2kh7rclry,2020-05-01T11:48:15Z,"acoustic pop,neo mellow,pop,pop rock,dance pop,hip pop,post-teen pop,uk pop",0.451,0.528,2,-6.984,1,0.0364,0.366,0,0.0811,0.527,139.28,5,yes
3dglCYsVMjPbDlU2CC9Vq7,4phGZZrJZRo4ElhRtViYdl,Let's See What The Night Can Do,Know.,Jason Mraz,2018-08-10,245186,54,spotify:user:31hqcqnhq3t7rwjtmbi2kh7rclry,2020-05-01T11:57:07Z,"acoustic pop,neo mellow,pop,pop rock",0.392,0.423,7,-7.813,1,0.0348,0.27,0,0.117,0.288,113.537,4,yes
6tfr6QF7ALjl7wRNCzNvJr,4phGZZrJZRo4ElhRtViYdl,Love Is Still The Answer,Know.,Jason Mraz,2018-08-10,366453,47,spotify:user:31hqcqnhq3t7rwjtmbi2kh7rclry,2020-05-01T12:09:33Z,"acoustic pop,neo mellow,pop,pop rock",0.252,0.461,2,-7.234,1,0.0332,0.0418,0.00623,0.119,0.122,177.508,3,yes
75pOOR8GRCA5vTNglnJGsH,4phGZZrJZRo4ElhRtViYdl,Quiet,YES!,Jason Mraz,2014-07-08,258720,44,spotify:user:31hqcqnhq3t7rwjtmbi2kh7rclry,2020-05-01T12:16:42Z,"acoustic pop,neo mellow,pop,pop rock",0.596,0.408,0,-11.103,1,0.0401,0.641,0,0.0973,0.361,76.97,4,yes
5flETcE0vCaNcbgcMy5AYY,4phGZZrJZRo4ElhRtViYdl,It's So Hard to Say Goodbye to Yesterday,YES!,Jason Mraz,2014-07-08,178600,41,spotify:user:31hqcqnhq3t7rwjtmbi2kh7rclry,2020-05-01T12:22:36Z,"acoustic pop,neo mellow,pop,pop rock",0.335,0.194,4,-14.157,1,0.0381,0.772,0,0.11,0.117,73.7,3,yes
6eWDAW2zeXjpYa14W7ADId,4phGZZrJZRo4ElhRtViYdl,You Can Rely on Me,YES!,Jason Mraz,2014-07-08,222386,37,spotify:user:31hqcqnhq3t7rwjtmbi2kh7rclry,2020-05-01T12:27:24Z,"acoustic pop,neo mellow,pop,pop rock",0.605,0.543,7,-9.122,1,0.0366,0.446,0.00000252,0.0819,0.426,148.001,4,yes
38jy6kRlPt8z1GUS9WXeNh,4phGZZrJZRo4ElhRtViYdl,93 Million Miles,Love Is a Four Letter Word,Jason Mraz,2012-04-13,216386,67,spotify:user:31hqcqnhq3t7rwjtmbi2kh7rclry,2020-05-01T12:39:06Z,"acoustic pop,neo mellow,pop,pop rock",0.572,0.454,3,-10.286,1,0.0258,0.477,0.0000137,0.0974,0.515,140.182,4,yes
10MItfqc2XgpchP0plPxOl,4phGZZrJZRo4ElhRtViYdl,Who's Thinking About You Now?,Love Is a Four Letter Word,Jason Mraz,2012-04-13,287653,32,spotify:user:31hqcqnhq3t7rwjtmbi2kh7rclry,2020-05-01T12:44:31Z,"acoustic pop,neo mellow,pop,pop rock",0.554,0.5,3,-10.572,0,0.0338,0.188,0.0000108,0.113,0.299,144.237,4,yes
6fEonsnOM8IiqFDuiqukMc,1qqdO7xMptucPDMopsOdkr,If I'm Lucky,The Acoustic Things,State Champs,2014-10-07,221042,50,spotify:user:31hqcqnhq3t7rwjtmbi2kh7rclry,2020-05-19T22:20:07Z,"anthem emo,pixie,pop punk",0.521,0.421,7,-9.503,1,0.0324,0.638,0,0.0874,0.562,153.082,4,yes
4VuS959DSpr82t3qBqCrWG,6eUKZXaKkcviH0Ku9w2n3V,Supermarket Flowers,÷ (Deluxe),Ed Sheeran,2017-03-03,221106,75,spotify:user:31hqcqnhq3t7rwjtmbi2kh7rclry,2020-05-20T22:36:34Z,"pop,uk pop",0.589,0.242,6,-10.517,1,0.0442,0.914,0,0.0887,0.257,89.749,4,yes
6roaGQjRsrsF8ZwocTBudA,0hugeeQ7SoeVifIKCi1QP7,Better Me for Me,Better Me for Me,Audrey Callahan,2014-11-17,213571,19,spotify:user:31hqcqnhq3t7rwjtmbi2kh7rclry,2020-05-20T22:55:55Z,channel pop,0.453,0.592,8,-3.844,1,0.0452,0.571,0.00000136,0.129,0.142,167.492,4,yes
77AbMSxNiiEVx3SB4Z1ccx,0YmUxMAKg83hAeu94a59wP,All I Ever Need,A Tribute to Austin Mahone's All I Ever Need,2014 Chart Mogul,2014-05-16,212375,25,spotify:user:31hqcqnhq3t7rwjtmbi2kh7rclry,2020-05-20T23:02:15Z,,0.583,0.797,11,-5.283,1,0.0525,0.26,0,0.659,0.515,129.981,4,yes
50Mc9BDUDzTxFwaPygZw6H,66CXWjxzNUsdJxJ2JdwvnR,Moonlight,Dangerous Woman,Ariana Grande,2016-05-20,202360,0,spotify:user:31hqcqnhq3t7rwjtmbi2kh7rclry,2020-05-20T23:07:20Z,"dance pop,pop",0.633,0.412,9,-7.339,1,0.0284,0.42,0.00000357,0.048,0.214,102.215,3,yes
442j8VxaB60dWf9cBFuX5w,"66CXWjxzNUsdJxJ2JdwvnR,2Rf4X6m0oayCJhaJ5K63GQ",Almost Is Never Enough,Yours Truly,"Ariana Grande,Nathan Sykes",2013-01-01,327773,69,spotify:user:31hqcqnhq3t7rwjtmbi2kh7rclry,2020-05-20T23:08:17Z,"dance pop,pop,post-teen pop,uk pop",0.324,0.327,2,-7.494,1,0.0409,0.825,0,0.101,0.334,81.328,4,yes
5tyMJlMqaggzvuX7TtlrTe,00FQb4jTyendYWaN8pK0wa,Love song,Norman Fucking Rockwell!,Lana Del Rey,2019-08-30,229325,68,spotify:user:31hqcqnhq3t7rwjtmbi2kh7rclry,2020-05-20T23:14:06Z,"art pop,pop",0.384,0.0701,9,-16.512,1,0.0367,0.966,0.00017,0.0805,0.288,63.425,4,yes
5CRVwXGikmqzoRO6q7FeAg,4AK6F7OLvEQ5QYCBNiQWHq,If I Could Fly,Made In The A.M. (Deluxe Edition),One Direction,2015-11-13,230320,71,spotify:user:31hqcqnhq3t7rwjtmbi2kh7rclry,2020-05-20T23:14:51Z,"boy band,pop,post-teen pop,talent show",0.565,0.245,5,-9.132,1,0.0262,0.781,0,0.0998,0.307,75.055,4,yes
1V6kjI8AMCH8paMeD2mkOu,6JL8zeS1NmiOftqZTRgdTz,After You,THE LOVE TRAIN,Meghan Trainor,2019-02-08,206354,0,spotify:user:31hqcqnhq3t7rwjtmbi2kh7rclry,2020-05-20T23:15:38Z,"dance pop,hip pop,pop,post-teen pop,uk pop",0.499,0.344,1,-6.897,0,0.025,0.759,0,0.154,0.171,85.833,4,yes
4kDTvLhGF29gFsqceuxBSC,53XhwfbYqKCa1cC15pYq2q,Not Today,Me Before You (Original Motion Picture Soundtrack),Imagine Dragons,2016-06-03,261079,66,spotify:user:31hqcqnhq3t7rwjtmbi2kh7rclry,2020-05-20T23:19:38Z,"modern rock,rock",0.462,0.387,0,-7.401,1,0.0292,0.567,0,0.164,0.0428,122.698,4,yes
6EIVLz5xM1xE29r0OmIkWt,"3Caot8EtHX6wLpNF2wRzS0,4SklVMGMsWTq7cJd9MixUx",Falling Slowly,Music From The Motion Picture Once,"Glen Hansard,Markéta Irglová",2007-05-22,244133,64,spotify:user:31hqcqnhq3t7rwjtmbi2kh7rclry,2020-05-20T23:20:06Z,"irish rock,irish singer-songwriter,melancholia,chamber folk,czech singer-songwriter",0.34,0.209,0,-11.869,1,0.0279,0.679,0.000443,0.101,0.151,137.042,4,yes
0vqXG66zkKynUS0aJs9FyR,5schNIzWdI9gJ1QRK8SBnc,End Of The Affair,I Forget Where We Were,Ben Howard,2014-10-20,466040,49,spotify:user:31hqcqnhq3t7rwjtmbi2kh7rclry,2020-05-20T23:21:09Z,"british singer-songwriter,folk-pop,indie folk,neo mellow,stomp and holler",0.369,0.367,2,-10.665,0,0.0369,0.512,0.203,0.11,0.0496,136.095,4,yes
3fd5jcZKAzoiivM4ZDwhyU,57WHJIHrjOE3iAxpihhMnp,Two of Us,Two of Us,Louis Tomlinson,2019-03-07,217855,56,spotify:user:31hqcqnhq3t7rwjtmbi2kh7rclry,2020-05-20T23:22:25Z,"pop,post-teen pop",0.614,0.605,0,-5.411,1,0.0321,0.226,0,0.124,0.329,127.107,4,yes
2IO7yf562c1zLzpanal1DT,26VFTg2z8YR0cCuwLzESi2,Gasoline,BADLANDS (Deluxe),Halsey,2015-08-28,199593,72,spotify:user:31hqcqnhq3t7rwjtmbi2kh7rclry,2020-05-20T23:25:33Z,"dance pop,electropop,etherpop,indie poptimism,pop",0.731,0.58,10,-7.328,0,0.0399,0.223,0,0.129,0.319,119.997,4,yes
1lsBTdE6MGsKeZCD6llNu7,"6VuMaDnrHyPL1p4EHjYLi7,0cGUm45nv7Z6M6qdXYQGTX",Done for Me (feat. Kehlani),Voicenotes,"Charlie Puth,Kehlani",2018-05-11,180493,68,spotify:user:31hqcqnhq3t7rwjtmbi2kh7rclry,2020-05-20T23:27:33Z,"dance pop,pop,viral pop,alternative r&b,pop rap,r&b",0.856,0.632,6,-3.692,0,0.074,0.193,0,0.0688,0.697,112.009,4,yes
5epC4czCBE0JoQTjtkGgbx,3Z6IRCo7umuk8K2XQy0ZDj,Meet You There,A Present For Everyone,Busted,2003-01-01,186920,15,spotify:user:31hqcqnhq3t7rwjtmbi2kh7rclry,2020-05-21T08:16:38Z,"boy band,dance pop,europop,pop punk",0.524,0.565,8,-7.617,1,0.0292,0.381,0,0.135,0.425,101.996,4,yes
3jzU2G7zznQ3bpUzNEBgmj,2p4FqHnazRucYQHyDCdBrJ,Perfectly Perfect,Taking One for the Team,Simple Plan,2016-02-19,187186,51,spotify:user:31hqcqnhq3t7rwjtmbi2kh7rclry,2020-05-21T18:13:42Z,"canadian pop punk,canadian punk,canadian rock,pop punk",0.602,0.547,0,-6.954,1,0.0304,0.011,0,0.117,0.508,131.942,4,yes
5Ohxk2dO5COHF1krpoPigN,6KImCVD70vtIoJWnq6nGn3,Sign of the Times,Harry Styles,Harry Styles,2017-05-12,340706,84,spotify:user:31hqcqnhq3t7rwjtmbi2kh7rclry,2020-05-21T18:57:09Z,pop,0.516,0.595,5,-4.63,1,0.0313,0.0275,0,0.109,0.222,119.972,4,yes
7LVHVU3tWfcxj5aiPFEW4Q,4gzpq5DPGxSnKTe4SA8HAU,Fix You,X&Y,Coldplay,2005-06-07,295533,82,spotify:user:31hqcqnhq3t7rwjtmbi2kh7rclry,2020-05-21T18:57:33Z,"permanent wave,pop",0.209,0.417,3,-8.74,1,0.0338,0.164,0.00196,0.113,0.124,138.178,4,yes
09CWfcYFhVhB1Bzfz1cLJ7,7LImGq5KnzQobZciDJpeJb,Sleep Talking,Sleep Talking,Charlotte Lawrence,2017-10-20,224223,0,spotify:user:31hqcqnhq3t7rwjtmbi2kh7rclry,2020-05-21T19:49:24Z,"alt z,electropop,indie poptimism,pop,post-teen pop,social media pop",0.661,0.762,5,-4.307,1,0.0402,0.452,0,0.162,0.583,101.99,4,yes
3D110t9ctcoOoylXsc3iR8,49tQo2QULno7gxHutgccqF,Thick And Thin,Malibu Nights,LANY,2018-10-05,212002,68,spotify:user:31hqcqnhq3t7rwjtmbi2kh7rclry,2020-05-22T05:24:15Z,"la pop,pop",0.697,0.551,5,-6.179,0,0.0282,0.059,0,0.0762,0.339,99.996,4,yes
5AdnkoZJuRJCYqYBIzSqFb,4NZvixzsSefsNiIqXn0NDe,Light On,Light On,Maggie Rogers,2018-10-10,233880,0,spotify:user:31hqcqnhq3t7rwjtmbi2kh7rclry,2020-05-22T05:31:50Z,"indie pop,pop",0.657,0.569,2,-6.287,1,0.0542,0.201,0.0000138,0.126,0.399,102.054,4,yes
6owKuyHxUqidcAA6fPKSyy,"7CQwac16i1W5ej8YpuL3dv,1o2NpYGqHiCq7FoiYdyd1x",We Can't Stop,"Cover Sessions, Vol. 3","Boyce Avenue,Bea Miller",2015-04-28,222146,65,spotify:user:31hqcqnhq3t7rwjtmbi2kh7rclry,2020-05-22T09:20:18Z,"acoustic cover,neo mellow,pop,viral pop,alt z,dance pop,electropop,indie poptimism,modern rock,post-teen pop,talent show",0.705,0.347,2,-8.249,1,0.0301,0.674,0,0.12,0.36,80.057,4,yes
6l7lX8hJXVIUyPrTaabpqk,2wUjUUtkb5lvLKcGKsKqsR,Ready,Ready,Alessia Cara,2019-07-22,178746,1,spotify:user:31hqcqnhq3t7rwjtmbi2kh7rclry,2020-05-22T16:34:58Z,"canadian contemporary r&b,canadian pop,dance pop,pop,post-teen pop,uk pop",0.529,0.496,0,-6.668,0,0.151,0.214,0,0.212,0.588,74.619,4,yes
7dZ1Odmx9jWIweQSatnRqo,1HY2Jd0NmPuamShAr6KMms,Million Reasons,Joanne (Deluxe),Lady Gaga,2016-10-21,205280,76,spotify:user:,2020-05-24T20:40:16Z,"art pop,dance pop,pop",0.666,0.423,0,-8.012,1,0.043,0.494,0,0.106,0.154,129.89,4,yes
2ZTYlnhhV1UAReg7wIGolx,2wY79sveU1sp5g7SokKOiI,To Die For,To Die For,Sam Smith,2020-02-14,193795,67,spotify:user:,2020-05-24T20:44:09Z,"dance pop,pop,uk pop",0.483,0.361,0,-7.889,1,0.0738,0.832,0.00000466,0.098,0.307,171.649,4,yes
6RxhOd4BdenYzxrIGUmKFx,1lYB3dA0ZZ1WAKiAAO9zTO,Nobody,Nobody,Kelsey Coleman,2020-02-14,207151,17,spotify:user:,2020-05-24T20:46:50Z,,0.645,0.494,6,-6.369,1,0.032,0.146,0,0.0931,0.197,85.002,4,yes
14qN5DxHq8Fuq1DVexM6cc,4OmElN0ORkBfPbLi0vtCVf,Crying When I Shouldn't,Crying When I Shouldn't,Cloe Wilder,2020-03-03,243883,30,spotify:user:,2020-05-24T20:47:54Z,,0.664,0.594,4,-5.93,0,0.0302,0.486,0.000776,0.106,0.227,98.054,4,yes
6ZfXA2xakAvphXOSOJ3u1W,5YGY8feqx7naU7z4HrwZM6,When I Look At You,The Time Of Our Lives (International Version),Miley Cyrus,2009-01-01,248586,72,spotify:user:,2020-05-24T20:50:20Z,"dance pop,pop,post-teen pop",0.459,0.545,6,-4.874,1,0.0282,0.142,0,0.105,0.194,137.941,3,yes
55Am8neGJkdj2ADaM3aw5H,4IWBUUAFIplrNtaOHcJPRM,Train Wreck,Back from the Edge,James Arthur,2016-10-28,208826,80,spotify:user:,2020-05-24T20:54:57Z,"pop,talent show,uk pop",0.311,0.485,6,-5.726,0,0.0365,0.701,0,0.0726,0.225,77.355,4,yes
4m8QRApdIvxMERrlgigXj4,0MeLMJJcouYXCymQSHPn8g,All Through the Night,All Through the Night,Sleeping At Last,2014-03-04,197804,52,spotify:user:,2020-05-24T20:55:55Z,"ambient worship,chamber pop,pop",0.309,0.204,3,-10.867,1,0.0397,0.949,0,0.127,0.289,185.309,4,yes
6bv3qRmEvi6XmOMJBJKmdp,4TrraAsitQKl821DQY42cZ,I Don't Want To Know,Raw,Sigrid,2018-04-13,185549,0,spotify:user:,2020-05-24T21:03:06Z,"dance pop,norwegian pop,pop",0.61,0.303,8,-8.47,1,0.0303,0.771,0,0.119,0.278,79.038,4,yes
6AnfZS1z9zMXDhVe0Bnlpf,4phGZZrJZRo4ElhRtViYdl,It's So Hard to Say Goodbye to Yesterday,YES! (Commentary),Jason Mraz,2014-07-13,178600,28,spotify:user:,2020-05-24T21:04:40Z,"acoustic pop,neo mellow,pop,pop rock",0.335,0.194,4,-14.157,1,0.0381,0.772,0,0.11,0.117,73.7,3,yes
3Q0KfYjbdYOskCP40UGMbi,64F79AhM5PiRx7hB49eG7D,Savior,Savior,Faudoa,2018-12-17,112825,54,spotify:user:,2020-05-24T21:07:04Z,,0.683,0.321,11,-17.805,1,0.0598,0.868,0.0177,0.142,0.207,105.951,4,yes
248OFOZef6ShXv6DGgbnxU,6LuN9FCkKOj5PcnpouEgny,Saved,American Teen,Khalid,2017-04-27,206533,69,spotify:user:,2020-05-24T21:10:06Z,"pop,pop r&b",0.739,0.448,10,-10.28,0,0.138,0.189,0,0.118,0.553,81.044,4,yes
4eGfldSRct5z9tQZDp5R5Y,3BmGtnKgCSGYIUhmivXKWX,Never Enough,Never Enough,Kelly Clarkson,2018-11-09,204133,58,spotify:user:,2020-05-24T21:11:19Z,"dance pop,neo mellow,pop,post-teen pop,talent show,uk pop",0.398,0.512,8,-7.148,1,0.0486,0.139,0,0.115,0.0956,133.659,4,yes
4K3gM7kzX4POAfrs71HomN,4Uc8Dsxct0oMqx0P6i60ea,Lookalike,Sunset Season,Conan Gray,2018-11-16,220866,73,spotify:user:,2020-05-24T21:12:57Z,"bedroom pop,pop",0.434,0.302,10,-10.117,1,0.0378,0.766,0.00000763,0.149,0.173,121.645,4,yes
6brl7bwOHmGFkNw3MBqssT,21E3waRsmPlU7jZsS13rcj,So Sick,In My Own Words,Ne-Yo,2006-01-01,207186,76,spotify:user:,2020-05-24T21:14:05Z,"dance pop,pop,r&b,urban contemporary",0.452,0.574,6,-8.336,1,0.31,0.246,0,0.189,0.58,92.791,4,yes
5SSYD3BoD18792DOlW0h5V,06HL4z0CvFAxyc27GXpf02,You're Not Sorry,Fearless,Taylor Swift,2008-11-11,261800,0,spotify:user:,2020-05-25T22:40:10Z,pop,0.471,0.458,6,-4.137,1,0.027,0.145,0.00000239,0.108,0.309,133.96,4,yes
7MTBqv9pi8D3TapXyfNekS,1I0u4AcLiYUrTTPAXadpLO,Sunflower - Movie Version,Sierra Burgess is a Loser (Original Netflix Sound Track),Shannon Purser,2018-09-07,108085,0,spotify:user:31hqcqnhq3t7rwjtmbi2kh7rclry,2020-05-26T06:52:21Z,,0.69,0.0935,0,-13.712,1,0.0439,0.924,0,0.0958,0.551,131.382,4,yes
6700Z4Izi8EbB6JNthU6Ma,4GNC7GD6oZMSxPGyXy4MNB,Hold Me While You Wait,Hold Me While You Wait,Lewis Capaldi,2019-05-03,205686,66,spotify:user:31hqcqnhq3t7rwjtmbi2kh7rclry,2020-05-26T09:01:09Z,"pop,uk pop",0.688,0.53,11,-5.507,1,0.0333,0.443,0,0.0995,0.162,106.958,4,yes
66zI1g4FK5NW5tW0VhMhZX,2WX2uTcsvV5OnS0inACecP,Ghost in the Wind,Ghost in the Wind,Birdy,2016-11-11,271053,26,spotify:user:,2020-05-26T15:37:08Z,"pop,uk pop",0.452,0.0915,6,-14.583,0,0.0504,0.962,0.00000115,0.113,0.202,116.405,4,yes
57h4OYRuqBvgE87biicEzq,2LuHL7im4aCEmfOlD4rxBC,Wicked Game,Wicked Game,Grace Carter,2019-06-21,170875,58,spotify:user:,2020-05-26T15:42:07Z,"pop,uk contemporary r&b,uk pop",0.373,0.0556,2,-9.704,1,0.038,0.979,0.0000117,0.0881,0.124,135.717,5,yes
6xsoOjRcLB8gvjtmsQrIyq,2LuHL7im4aCEmfOlD4rxBC,Why Her Not Me,Why Her Not Me - EP,Grace Carter,2018-12-10,230640,56,spotify:user:,2020-05-26T15:56:06Z,"pop,uk contemporary r&b,uk pop",0.391,0.649,3,-6.935,0,0.0395,0.35,0.0001,0.238,0.201,173.249,4,yes
5NP7NmjaFKsG5ywXrAmP4S,6sFHvCyqklnJpXC9Nh1aag,Mars,I'm Sorry I Love You - EP,Alexander 23,2019-10-25,153320,49,spotify:user:,2020-05-27T12:32:42Z,"alt z,pop,uk pop",0.937,0.395,10,-7.63,1,0.132,0.0783,0,0.291,0.644,116.98,4,yes
3l3lUyNu5zh6H6uByc5Xnr,69761NObDw2KwmmFgZmxzC,If I Really Love You,If I Really Love You,Lexi Jayde,2020-02-28,194754,54,spotify:user:,2020-05-27T12:34:49Z,"alt z,social media pop,uk pop",0.498,0.241,0,-14.096,1,0.0324,0.776,0.0000251,0.113,0.131,121.848,4,yes
51z8j9rLSj0p5mikST2BCA,21TinSsF5ytwsfdyz5VSVS,Life Lesson,Intertwined - EP,dodie,2016-11-18,22000,4,spotify:user:31hqcqnhq3t7rwjtmbi2kh7rclry,2020-05-28T09:46:27Z,"alt z,indie pop,pop",0.557,0.179,7,-14.374,1,0.207,0.967,0,0.115,0.718,171.522,3,yes
7xoUc6faLbCqZO6fQEYprd,66CXWjxzNUsdJxJ2JdwvnR,One Last Time,My Everything (Deluxe),Ariana Grande,2014-08-25,197266,81,spotify:user:,2020-05-28T12:33:54Z,"dance pop,pop",0.628,0.593,8,-5.036,1,0.0323,0.093,0.00000165,0.096,0.104,125.026,4,yes
0EC2t3MkkGkkTFrkZix4J7,5Z1CCuBsyhEHngq3U5IraY,All or Nothing,The Love Album,Westlife,2006-11-13,236506,0,spotify:user:,2020-05-28T17:25:50Z,"boy band,dance pop,europop",0.637,0.319,0,-6.984,1,0.0312,0.791,0,0.277,0.313,126.944,4,yes
4BL4aEbddW0OGv6fFYYFUt,4gdMJYnopf2nEUcanAwstx,Ocean,Ocean,Anuv Jain,2018-04-01,252630,51,spotify:user:31hqcqnhq3t7rwjtmbi2kh7rclry,2020-05-29T08:16:47Z,"desi pop,hindi indie,indian indie,indian singer-songwriter",0.72,0.237,3,-11.665,1,0.0415,0.963,0,0.0952,0.606,125.335,4,yes
5qyEyqpT0TBVun8W07MEmR,4gdMJYnopf2nEUcanAwstx,Maula,Maula,Anuv Jain,2020-04-03,237882,54,spotify:user:31hqcqnhq3t7rwjtmbi2kh7rclry,2020-05-29T08:23:36Z,"desi pop,hindi indie,indian indie,indian singer-songwriter",0.327,0.325,7,-11.303,1,0.0297,0.686,0,0.12,0.359,84.951,4,yes
6Qyc6fS4DsZjB2mRW9DsQs,2sil8z5kiy4r76CRTXxBCA,Iris,Dizzy up the Girl,The Goo Goo Dolls,1998-09-11,289533,84,spotify:user:31hqcqnhq3t7rwjtmbi2kh7rclry,2020-05-29T09:06:28Z,"neo mellow,permanent wave,pop rock",0.315,0.715,11,-8.072,0,0.0362,0.00125,0.00000797,0.0942,0.497,155.925,3,yes
45StvejYUdIsyUwqdZ7iJM,3JDG63cSaK3xgDnB2H55Xp,Y U Gotta B Like That,Y U Gotta B Like That,Audrey Mika,2019-06-02,154456,59,spotify:user:,2020-05-29T09:27:00Z,chill r&b,0.732,0.413,9,-6.353,1,0.0702,0.287,0,0.0565,0.761,92.066,4,yes
1HcKi5Ld0B09KQeLBa4FJa,5IH6FPUwQTxPSXurCrcIov,Alamo,These Two Windows,Alec Benjamin,2020-05-29,144880,53,spotify:user:,2020-05-29T10:02:23Z,"alt z,dream smp,electropop,pop",0.719,0.49,2,-7.555,1,0.21,0.628,0,0.0871,0.661,159.999,4,yes
08o7YsYkQXGjamCe9eDrrK,5IH6FPUwQTxPSXurCrcIov,Match In The Rain,These Two Windows,Alec Benjamin,2020-05-29,159006,58,spotify:user:,2020-05-29T10:03:27Z,"alt z,dream smp,electropop,pop",0.777,0.716,10,-7.342,0,0.256,0.734,0.000083,0.116,0.829,120.052,4,yes
7zdaLRVLJJSXjdQB1tFZRJ,5lEF4Tt1uK7Kuk80ILMlE9,I'll Stand by You,I'll Stand by You,Jake Wesley Rogers,2016-12-30,204854,48,spotify:user:,2020-05-29T14:55:02Z,modern alternative pop,0.362,0.398,0,-6.444,1,0.0291,0.263,0,0.118,0.244,129.453,4,yes
7BdXiDH2bPhBuPP2jTwRZB,"66W9LaWS0DPdL7Sz8iYGYe,7LImGq5KnzQobZciDJpeJb",The Few Things (With Charlotte Lawrence),The Few Things (With Charlotte Lawrence),"JP Saxe,Charlotte Lawrence",2018-08-10,211567,58,spotify:user:,2020-05-29T15:08:18Z,"alt z,canadian contemporary r&b,pop,uk pop,electropop,indie poptimism,post-teen pop,social media pop",0.536,0.426,7,-10.446,1,0.123,0.64,0.00000588,0.147,0.375,135.872,4,yes
6WmLBlA7pfYOhIF3sRIujN,7hbH1qupmU6HxVBjWJItlq,Wildflower,"Carry on, San Vicente",Dave Barnes,2016-03-18,271386,33,spotify:user:,2020-05-29T15:18:53Z,"acoustic pop,indiecoustica,neo mellow",0.446,0.444,2,-7.389,1,0.0283,0.463,0,0.131,0.169,139.816,4,yes
66yKv1kZIqfejvrLEGqTML,5lXfVoQxVgC5fpjkVqvNYn,It's Gotta Be You,It's Gotta Be You,Isaiah Firebrace,2016-11-21,191433,53,spotify:user:,2020-05-29T22:26:07Z,"australian pop,australian talent show",0.322,0.733,8,-4.905,1,0.045,0.223,0,0.11,0.585,92.133,4,yes
0P3wANnHa96Q7qOBzZrvD5,58xmt13Xf7RsThzGOM1aKh,Should Have Been Us,Should Have Been Us,Travis Atreo,2015-06-10,198549,0,spotify:user:,2020-05-29T22:28:07Z,"channel pop,neo mellow,post-teen pop,viral pop",0.695,0.359,0,-7.676,1,0.0535,0.849,0,0.102,0.389,85.93,4,yes
018Idkvf82hi44UZmIXiGB,3AQRLZ9PuTAozP28Skbq8V,Never Seen Anything Quite Like You - Acoustic,Acoustic Sessions,The Script,2018-04-18,228146,63,spotify:user:31hqcqnhq3t7rwjtmbi2kh7rclry,2020-05-30T08:50:39Z,"celtic rock,dance pop,neo mellow,pop,pop rock,uk pop",0.444,0.398,6,-8.01,1,0.03,0.799,0,0.114,0.361,79.874,3,yes
4mf6HE25CkxeezcdWyfUGO,40JlNF1w2OiSOyj1nC4y0I,Can't Take My Eyes Off You,Can't Take My Eyes Off You,Joseph Vincent,2017-10-02,163559,8,spotify:user:,2020-05-30T16:46:07Z,viral pop,0.719,0.135,5,-12.074,0,0.0656,0.828,0,0.0935,0.594,88.251,4,yes
3jnQF0OxLiAEFFcMdBgJ9s,7gAppWoH7pcYmphCVTXkzs,Oh Cecilia (Breaking My Heart),Meet The Vamps,The Vamps,2014-01-01,196684,60,spotify:user:,2020-05-30T16:59:25Z,"boy band,dance pop,pop,post-teen pop,uk pop",0.746,0.844,11,-5.506,1,0.0339,0.0315,0,0.318,0.662,100.027,4,yes
1Y9cAYTmyWJCcmfqdG2I29,3BmGtnKgCSGYIUhmivXKWX,Broken & Beautiful,Broken & Beautiful,Kelly Clarkson,2019-03-27,218948,66,spotify:user:,2020-05-30T20:54:20Z,"dance pop,neo mellow,pop,post-teen pop,talent show,uk pop",0.73,0.732,8,-2.556,1,0.0366,0.0823,0,0.0757,0.546,112.058,4,yes
2bP1iMZNAorOyBju3vYUZU,40JlNF1w2OiSOyj1nC4y0I,L-O-V-E,L-O-V-E,Joseph Vincent,2019-02-15,78532,0,spotify:user:,2020-05-30T21:44:22Z,viral pop,0.836,0.035,6,-22.723,0,0.0415,0.906,0.0000647,0.117,0.487,111.92,4,yes
6J9tgHIE8qdy5ulg3c9SwG,40JlNF1w2OiSOyj1nC4y0I,Our First Song,Our First Song,Joseph Vincent,2016-04-19,171028,9,spotify:user:,2020-05-30T21:44:36Z,viral pop,0.701,0.252,11,-10.844,1,0.0477,0.958,0.000011,0.0938,0.723,158.087,4,yes
2TTAnXg0LbtkiQmCZdTZKd,40JlNF1w2OiSOyj1nC4y0I,Stand By Me,Stand By Me,Joseph Vincent,2016-07-07,125987,8,spotify:user:,2020-05-30T21:45:13Z,viral pop,0.926,0.0909,5,-13.388,0,0.0632,0.634,0.000719,0.109,0.703,124.025,4,yes
7hwRLN3U0eakdQM52GtABF,40JlNF1w2OiSOyj1nC4y0I,A Whole New World,A Whole New World,Joseph Vincent,2019-05-14,135638,0,spotify:user:,2020-05-30T21:46:19Z,viral pop,0.761,0.0341,8,-12.329,1,0.0376,0.979,0,0.108,0.31,93.927,4,yes
